Orgánica;Económica;Explicación;Total (miles €);Total (€)
17.101;—;CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS (CEDEX);4,47;4.470,00 €
—;—;TOTAL PROGRAMA C17.I03;4,47;4.470,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
