Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
17.50;—;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;30.284,54;30.284.540,00
—;—;TOTAL PROGRAMA C06.I02;30.284,54;30.284.540,00
