;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 36 FONDOS DE COMPENSACIÓN INTERTERRITORIAL;
;Programa: 941N Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
36.03;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. GALICIA;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;38.580,16;
;755;Fondo de Compensación;;28.935,84;
;756;Fondo Complementario;;9.644,32;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;38.580,16;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. GALICIA;;38.580,16;
 ; ;;;;
 ; ;;;;
36.04;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. ANDALUCÍA;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;160.572,89;
;755;Fondo de Compensación;;120.432,68;
;756;Fondo Complementario;;40.140,21;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;160.572,89;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. ANDALUCÍA;;160.572,89;
 ; ;;;;
 ; ;;;;
36.05;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. PRINCIPADO DE ASTURIAS;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;13.975,88;
;755;Fondo de Compensación;;10.482,17;
;756;Fondo Complementario;;3.493,71;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;13.975,88;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL. PRINCIPADO DE ASTURIAS;;13.975,88;
 ; ;;;;
