;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 18 MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES;
;Programa: 33ZA C26.I01 Plan de Digitalización del Sector Deporte;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
18.106;;CONSEJO SUPERIOR DE DEPORTES;;55.263,09;
 ; ;;;;
 ; ;;;;
18.303;;AGENCIA ESTATAL COMISIÓN ESPAÑOLA PARA LA LUCHA ANTIDOPAJE EN EL DEPORTE;;2.128,84;
 ; ;;;;
 ; ;;;;
;;TOTAL C26.I01 Plan de Digitalización del Sector Deporte;;57.391,93;
;;



