Orgánica;Económica;Explicación;Total (mil €);Total (€)
17.50;—;Mecanismo de Recuperación y Resiliencia;132.000,00;132.000.000,00 €
—;—;TOTAL Programa C06.I04;132.000,00;132.000.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
