Orgánica;Económica;Explicación;Importe (mil €);Importe (€)
17.50;—;Mecanismo de Recuperación y Resiliencia;30.284,54;30.284.540,00 €
—;—;TOTAL Programa C06.I02;30.284,54;30.284.540,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
