Orgánica;Económica;Explicación;Importe (mil €);Importe (€)
17.50;—;Mecanismo de Recuperación y Resiliencia;2.580,17;2.580.170,00 €
—;—;TOTAL Programa C01.I01;2.580,17;2.580.170,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
