Económica;Explicación;17.50 (mil €);Total (mil €);Total (€)
7;TRANSFERENCIAS DE CAPITAL;358.989,77;358.989,77;358.989.770,00 €
74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto del Sector Público Estatal;358.989,77;358.989,77;358.989.770,00 €
—;TOTAL;358.989,77;358.989,77;358.989.770,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
