;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;Programa: 45ED C05.I04 Adaptación de la costa al cambio climático e implementación de las Estrategias Marinas y de los planes de ordenación del espacio marítimo;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;28.301;;Total;
6;INVERSIONES REALES;4.000,00;;4.000,00;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;4.000,00;;4.000,00;
;TOTAL;4.000,00;;4.000,00;
;;



