Orgánica;Entidad;Total (miles €);Total (€);
28.103;Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas (CIEMAT);26.490,97;26.490.970,00;
28.301;Consejo Superior de Investigaciones Científicas (CSIC);42.239,42;42.239.420,00;
28.303;Agencia Estatal de Investigación (AEI);7.100,00;7.100.000,00;
—;TOTAL PROGRAMA C17.I02;75.830,39;75.830.390,00;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
