;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 28 MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES;
;Programa: 463B Fomento y coordinación de la investigación científica y técnica;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
28.06;;SECRETARÍA GENERAL DE INVESTIGACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;71,16;
;12;Funcionarios;;1.738,95;
;13;Laborales;;205,09;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;304,54;
;16000; Seguridad Social;304,54;;
;;TOTAL GASTOS DE PERSONAL;;2.319,74;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;10.207,01;
;22601; Atenciones protocolarias y representativas;4,63;;
;23;Indemnizaciones por razón del servicio;;182,08;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;10.389,09;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;1,00;
;352;Intereses de demora;;1,00;
;;TOTAL GASTOS FINANCIEROS;;1,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;13.460,42;
;449;Transferencias, ayudas nominativas y otros;;13.460,42;
;44901; A la Fundación Española para la Ciencia y la Tecnología para la Oficina Europea;1.200,00;;
;44902; A la Fundación Española para la Ciencia y la Tecnología para el Museo Nacional de Ciencia y Tecnología;2.200,42;;
;44905; Al Instituto de Astrofísica de Canarias;10.000,00;;
;44906; Al Instituto de Astrofísica de Canarias para la Red de Infraestructuras de Astronomía;60,00;;
;48;A familias e instituciones sin fines de lucro;;800,00;
;482;Premios Nacionales de Investigación y Premios Nacionales de Investigación para Jóvenes;;600,00;
;483;A la Sociedad Botánica Española para la realización del Congreso Internacional de Botánica IBC 2024;;150,00;
;484;A la Confederación de Sociedades Científicas de España;;50,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;14.260,42;
 ; ;;;;
;6;INVERSIONES REALES;;300,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;510,00;
;749;Transferencias, ayudas nominativas y otros;;510,00;
;74902; A la Fundación Española para la Ciencia y la Tecnología para el Museo Nacional de Ciencia y Tecnología;360,00;;
;74916; Al Instituto de Astrofísica de Canarias;150,00;;
;75;A Comunidades Autónomas;;49.264,50;
;750;Proyectos de I+D en cooperación con comunidades;;49.264,50;
;78;A familias e instituciones sin fines de lucro;;61.000,00;
;782;Acciones de Política Científica;;61.000,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;110.774,50;
 ; ;;;;
;;TOTAL SECRETARÍA GENERAL DE INVESTIGACIÓN;;138.044,75;
 ; ;;;;
 ; ;;;;
28.07;;DIRECCIÓN GENERAL DE PLANIFICACIÓN DE LA INVESTIGACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;10;Altos cargos;;61,04;
;12;Funcionarios;;2.020,27;
;13;Laborales;;91,33;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;444,29;
;16000; Seguridad Social;444,29;;
;;TOTAL GASTOS DE PERSONAL;;2.616,93;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22;Material, suministros y otros;;232,53;
;22601; Atenciones protocolarias y representativas;2,13;;
;23;Indemnizaciones por razón del servicio;;294,94;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;527,47;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;39.877,29;
;449;Transferencias, ayudas nominativas y otros;;39.877,29;
;44903; A Red.es para la gestión de RedIRIS;6.817,03;;
;44904; Al Consorcio para la construcción, equipamiento y explotación del Laboratorio de Luz Sincrotrón (CELLS);13.277,36;;
;44905; A Grantecan S.A. para la explotación del telescopio;5.475,00;;
;44906; Al  Consorcio para la creación, construcción, equipamiento y explotación del Barcelona Supercomputing Center - Centro Nacional de Supercomputación (BSC-CNS);8.673,00;;
;44907; Al Consorcio para el equipamiento y explotación del Laboratorio Subterráneo de Canfranc (LSC);1.056,61;;
;44908; Al Consorcio Centro Nacional de Investigación sobre la Evolución Humana (CENIEH);2.117,50;;
;44909; Instituto de Astrofisica de Canarias para Telescopios Grupo Isaac Newton (ING);600,00;;
;44910; Instituto de Astrofísica de Canarias para la contribución a la fase transitoria del Cherenkov Telescope Array (CTA);100,00;;
;44911; Al Consorcio para el diseño, construcción, equipamiento y explotación del Centro Nacional de Tecnologías del Hidrógeno y Pilas de Combustible (CNH2);1.260,79;;
;44912; Instituto de Astrofísica de Canarias para la contribución a la fase transitoria del Telescopio Solar Europeo (EST);500,00;;
;45;A Comunidades Autónomas;;7.735,00;
;450;A la Fundación Conjunto Paleontológico de Teruel - Dinópolis, para la Unidad de Paleontología de Teruel;;600,00;
;459;Transferencias, ayudas nominativas y otros;;7.135,00;
;45901; A la Fundación Centro Nacional de Energías Renovables (Fundación CENER);4.000,00;;
;45902; A la Fundación Centro de Estudios de Física del Cosmos de Aragón;1.800,00;;
;45904; A La Universidad de Zaragoza para el nodo CECAM;75,00;;
;45905; A la Fundación Ibercivis;60,00;;
;45906; A la Fundación Instituto de Hidraúlica Ambiental de Cantabria (FIHAC) para sus actividades;200,00;;
;45907; A la Fundación Centro de Regulación Genómica (CRG) para la colaboración con el Laboratorio Europeo de Biología Molecular (EMBL);1.000,00;;
;48;A familias e instituciones sin fines de lucro;;176,00;
;480;Transferencias, ayudas nominativas y otros;;176,00;
;48003; A la Fundación PRIMA;176,00;;
;49;Al exterior;;148.592,80;
;490;Al exterior;;148.592,80;
;49009; International Continental Scientific Drilling Program (ICDP) y pago de obligaciones de ejercicios anteriores;66,67;;
;49010; European Consortium for Ocean Research Drilling y pago de obligaciones de ejercicios anteriores;750,00;;
;49039; Participación en organismos polares internacionales (COMNAP, IASC, SCAR, EPB) y pago de obligaciones de ejercicios anteriores;88,00;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;196.381,09;
 ; ;;;;
;6;INVERSIONES REALES;;543,14;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;24.875,73;
;749;Transferencias, ayudas nominativas y otros;;24.875,73;
;74902; Al Consorcio para el equipamiento y explotación del Laboratorio Subterráneo de Canfranc (LSC);50,00;;
;74904; Al Consorcio para el diseño, construcción, equipamiento y explotación del Centro Nacional de Tecnologías del Hidrógeno y Pilas de Combustible (CNH2);140,09;;
;74905; Al Consorcio Centro de Láseres Pulsados Ultracortos Ultraintensos (CLPU);1.600,00;;
;74906; Al Consorcio Sistema de Observación Costero Illes Balears (SOCIB);1.285,67;;
;74910; Al Consorcio para la creación, construcción, equipamiento y explotación del Barcelona Supercomputing Center-Centro Nacional de  Supercomputación (BSC-CNS);4.009,21;;
;74911; Al Consorcio para la construcción, equipamiento y explotación del Laboratorio de Luz Sincrotrón (CELLS);2.729,09;;
;74912; Al Consorcio para la construcción, equipamiento y explotación de la Plataforma Oceánica de Canarias (PLOCAN);1.500,00;;
;74913; Al Consorcio Centro Nacional de Investigación sobre la Evolución Humana (CENIEH);35,00;;
;74915; A Red.es para gestion de RedIRIS ;1.000,00;;
;74917; Al Consorcio ESS-Bilbao para la fuente europea de neutrones por espalación;3.507,07;;
;74918; Al Consorcio para el impulso de la construcción en España de la infraestructura científico técnica “International Fusión Materials Irradiation Facility - Demo Oriented Neutron Source” (IFMIF – DONES);251,00;;
;74999; Para convenios para la creación de consorcios estatales;2.250,00;;
;75;A Comunidades Autónomas;;8.500,00;
;756;Convenio para la creación del Centro Internacional de Investigación en Almacenamiento Energético (CIIAE);;2.500,00;
;757;Convenio para la creación de un Centro de Vulcanología;;5.000,00;
;759;A la Fundación Centro Nacional de Energías Renovables (Fundación CENER);;1.000,00;
;76;A Entidades Locales;;13.000,00;
;760;Al Ayuntamiento de Manresa para la creación de un polo de formación e innovación tecnológica en el recinto de la Fábrica Nova Manresa;;10.000,00;
;761;Al Ayuntamiento de Badalona para Proyecto Implantación Fundación CIM-UPC en el edificio CACI;;3.000,00;
;79;Al exterior;;7.340,02;
;790;Al exterior;;7.340,02;
;79001; Al Observatorio Europeo del Sur (ESO) para la construcción del Telescopio Europeo Extremadamente Grande (E-ELT) y obligaciones de ejercicios anteriores;7.340,02;;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;53.715,75;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;1.404.696,94;
;821;Préstamos a largo plazo;;1.404.696,94;
;83;Concesión de préstamos fuera del Sector Público;;452.767,62;
;831;Préstamos a largo plazo;;452.767,62;
;;TOTAL ACTIVOS FINANCIEROS;;1.857.464,56;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE PLANIFICACIÓN DE LA INVESTIGACIÓN;;2.111.248,94;
 ; ;;;;
 ; ;;;;
28.303;;AGENCIA ESTATAL DE INVESTIGACIÓN;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;924,43;
;150;Productividad;;916,02;
;151;Gratificaciones;;8,41;
;16200; Formación y perfeccionamiento del personal;36,08;;
;16201; Economatos y comedores;17,70;;
;16204; Acción social;65,50;;
;;TOTAL GASTOS DE PERSONAL;;12.345,37;
 ; ;;;;
;22601; Atenciones protocolarias y representativas;2,13;;
;7;TRANSFERENCIAS DE CAPITAL;;734.980,44;
 ; ;;;;
;;TOTAL AGENCIA ESTATAL DE INVESTIGACIÓN;;766.803,16;
 ; ;;;;
 ; ;;;;
;;TOTAL Fomento y coordinación de la investigación científica y técnica;;3.016.096,85;
;;



