Orgánica;Entidad;Total (miles €);Total (€)
28.301;Consejo Superior de Investigaciones Científicas (CSIC);440;440.000,00
—;TOTAL PROGRAMA C04.I03;440;440.000,00
;;;
;;;
;;;
;;;
;;;
;;;
;;;
