Económica;Explicación;Orgánica 28.50;Total (€);
7;Transferencias de capital;100.000,00;100.000.000,00;
74;A sociedades, entidades públicas empresariales, fundaciones y resto del sector público estatal;100.000,00;100.000.000,00;
—;TOTAL PROGRAMA C15.I05;100.000,00;100.000.000,00;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
