Económica;Explicación;CIEMAT (28.103);CSIC (28.301);Total
6;Inversiones reales;2.326,52;26.706,03;29.032,55
69;Inversiones reales – Mecanismo de Recuperación y Resiliencia (MRR);2.326,52;26.706,03;29.032,55
—;TOTAL;2.326,52;26.706,03;29.032,55
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
