Orgánica;Económica;Explicación;Importe (miles €);Importe (€)
28.301;—;Consejo Superior de Investigaciones Científicas (CSIC) – Proyectos de cooperación internacional;3.110,00;3.110.000,00 €
—;—;TOTAL PROGRAMA 143A;3.110,00;3.110.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
