Económica;Explicación;CSIC (28.301);Total;
6;Inversiones reales;4.000,00;4.000,00;
69;Inversiones reales – Mecanismo de Recuperación y Resiliencia (MRR);4.000,00;4.000,00;
—;TOTAL PROGRAMA C05.I04;4.000,00;4.000.000 €;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
