Orgánica;Explicación;Total (miles €);Total (€);
28.50;Mecanismo de Recuperación y Resiliencia (MRR);100.000,00;100.000.000,00;
—;TOTAL PROGRAMA C15.I05;100.000,00;100.000.000,00;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
