Económica;Explicación;Orgánica 28.50 (MRR);Total (miles €);Total (€)
7;Transferencias de capital;8.530,00;8.530,00;8.530.000,00 €
74;A sociedades, entidades públicas empresariales, fundaciones y resto del sector público estatal;8.530,00;8.530,00;8.530.000,00 €
—;TOTAL PROGRAMA C21.I05;8.530,00;8.530,00;8.530.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
