Económica;Explicación;CSIC (28.301);Total
6;Inversiones reales;440;440
69;Inversiones reales – Mecanismo de Recuperación y Resiliencia (MRR);440;440
—;TOTAL PROGRAMA C04.I03;440;440.000 €
;;;
;;;
;;;
;;;
;;;
;;;
;;;
