Orgánica;Económica;Explicación;Total;Total en euros
15.101;—;INSTITUTO DE ESTUDIOS FISCALES;2.941,00;2.941.000,00 €
—;—;TOTAL PROGRAMA 92SC;2.941,00;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
