;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 45DA C04.I01 Digitalización y conocimientos del patrimonio natural;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;74301; Aportación al FRER para actuaciones de adquisición de información, mejora de conocimiento y digitalización del patrimonio natural. Mecanismo de Recuperación y Resiliencia;255,17;;
;74311; Aportación al FRER para actuaciones de adquisición de información y mejora de conocimiento en espacios gestionados por O.A. Parques Nacionales. Mecanismo de Recuperación y Resiliencia;2.722,22;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;48.339,06;
 ; ;;;;
 ; ;;;;
23.101;;PARQUES NACIONALES;;1.489,35;
 ; ;;;;
 ; ;;;;
;;TOTAL C04.I01 Digitalización y conocimientos del patrimonio natural;;49.828,41;
;;



