;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 45DC C04.I03 Restauración de ecosistemas e infraestructura verde;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;23.50;23.101;Total;
6;INVERSIONES REALES;70.639,60;12.069,11;82.708,71;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;70.639,60;12.069,11;82.708,71;
7;TRANSFERENCIAS DE CAPITAL;11.970,50;;11.970,50;
74; A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;10.970,50;;10.970,50;
76; A Entidades Locales;1.000,00;;1.000,00;
;TOTAL;82.610,10;12.069,11;94.679,21;
;;



