Clasificación Orgánica;Clasificación Económica;Explicación;Total (miles €);Total (€)
23.50;74811;Al IDAE para el Programa de Rehabilitación Energética de Edificios. Mecanismo de Recuperación y Resiliencia;300.000,00;300.000.000,00 €
—;—;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;300.000,00;300.000.000,00 €
—;—;TOTAL PROGRAMA C02.I03 PREE;300.000,00;300.000.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
