Clasificación Orgánica;Clasificación Económica;Explicación Económica;Total (miles €);Total (€)
23.50;—;Mecanismo de Recuperación y Resiliencia;90.000,00;90.000.000,00 €
—;—;TOTAL PROGRAMA C19.I01;90.000,00;90.000.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
