;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 45EA C05.I01 Materialización de actuaciones de depuración, saneamiento, eficiencia, ahorro, reutilización y seguridad de infraestructuras (DSEAR);
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;74010; Aportación al FRER para actuaciones de depuración, saneamiento, eficiencia, ahorro, reutilización y seguridad de infraestructuras. Mecanismo de Recuperación y Resiliencia;2.000,00;;
;74210; A la Sociedad Estatal Acuaes para actuaciones de saneamiento, depuración y reutilización. Mecanismo de Recuperación y Resiliencia;185.000,00;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;187.000,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C05.I01 Materialización de actuaciones de depuración, saneamiento, eficiencia, ahorro, reutilización y seguridad de infraestructuras (DSEAR);;187.000,00;
;;



