Clasificación Orgánica;Clasificación Económica;Explicación;Total (miles €);Total (€)
23.50;741;Para el Plan de Transición Energética en edificios de la UNED. Mecanismo de Recuperación y Resiliencia;1.346,60;1.346.600,00 €
—;—;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;1.346,60;1.346.600,00 €
—;—;TOTAL PROGRAMA C11.I04;1.346,60;1.346.600,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
