Clasificación Orgánica;Clasificación Económica;Explicación;Total (miles €);Total (€)
23.50;74809;Al IDAE para nuevos modelos de negocio en la transición energética. Mecanismo de Recuperación y Resiliencia;56.000,00;56.000.000,00 €
—;—;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;56.000,00;56.000.000,00 €
—;—;TOTAL PROGRAMA C08.I03;56.000,00;56.000.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
