Clasificación Orgánica;Clasificación Económica;Explicación;Total (miles €);Total (€)
23.50;74810;Al IDAE para hidrógeno renovable: un proyecto país. Mecanismo de Recuperación y Resiliencia;672.817,00;672.817.000,00 €
—;—;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;672.817,00;672.817.000,00 €
—;—;TOTAL PROGRAMA C09.I01;672.817,00;672.817.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
