Clasif. por programas;Explicación;OO.AA. (miles €);Resto Entidades (miles €);Total (miles €);Total (€)
000X;Transferencias y libramientos internos;450;1.177,64;1.627,64;1.627.640
;Total Transferencias entre Subsectores;450;1.177,64;1.627,64;1.627.640
;TOTAL GENERAL;450;1.177,64;1.627,64;1.627.640
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
