Orgánica;Económica;Explicación;Total (miles €);Total (€ reales)
33.50;—;Mecanismo de Recuperación y Resiliencia – Impulso a la formación y cualificación digital;5.000,00;5.000.000 €
—;—;TOTAL PROGRAMA 46SD – C19.I04;5.000,00;5.000.000 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
