Orgánica;Económica;Explicación;Total (miles €);Total (€ reales)
33.50;—;Mecanismo de Recuperación y Resiliencia – Proyectos tractores de digitalización sectorial;400.000,00;400.000.000 €
—;—;TOTAL PROGRAMA 46LA – C12.I01;400.000,00;400.000.000 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
