Orgánica;Económica;Explicación;Total (miles €);Total (€ reales)
33.50;—;Mecanismo de Recuperación y Resiliencia – Transferencias a otras Administraciones Públicas;221.300,00;221.300.000 €
—;—;TOTAL PROGRAMA 94KC – C11.I03;221.300,00;221.300.000 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
