Económica;Explicación;33.50 (miles €);Total (€ reales);
7;TRANSFERENCIAS DE CAPITAL;100.000,00;100.000.000 €;
77;A empresas privadas – Proyectos de digitalización turística;100.000,00;100.000.000 €;
—;TOTAL PROGRAMA 46NB – C14.I02;100.000,00;100.000.000 €;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
