;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 92KC C11.I03 Transformación Digital y Modernización de la AGE. Servicios de carácter general;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
33.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;3.315,10;
 ; ;;;;
 ; ;;;;
33.101;;INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA;;1.200,00;
 ; ;;;;
 ; ;;;;
33.102;;MUTUALIDAD GENERAL DE FUNCIONARIOS CIVILES DEL ESTADO;;1.084,46;
 ; ;;;;
 ; ;;;;
;;TOTAL C11.I03 Transformación Digital y Modernización de la AGE. Servicios de carácter general;;5.599,56;
;;



