Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
33.50;—;Mecanismo de Recuperación y Resiliencia – Conectividad en centros de referencia y motores económicos;155.000,00;155.000.000,00
—;—;TOTAL PROGRAMA 46OB – C15.I02;155.000,00;155.000.000,00
