Económica;Explicación;33.50;Total (miles euros);Total (euros)
74008;A Red.es – Convocatorias de inteligencia artificial (IA);30.000,00;30.000,00;30.000.000,00
—;Otras actuaciones del Mecanismo de Recuperación y Resiliencia vinculadas a IA;56.600,00;56.600,00;56.600.000,00
—;TOTAL PROGRAMA 46PR – C16.R01;86.600,00;86.600,00;86.600.000,00
