Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
33.50;—;Mecanismo de Recuperación y Resiliencia – Despliegue de redes 5G y transformación tecnológica;570.000,00;570.000.000,00
—;—;TOTAL PROGRAMA 49OF – C15.I06;570.000,00;570.000.000,00
