Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
33.50;—;Mecanismo de Recuperación y Resiliencia – Digitalización del sector turístico;100.000,00;100.000.000,00
—;—;TOTAL PROGRAMA 46NB – C14.I02;100.000,00;100.000.000,00
