;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 46OE C15.I05 Despliegue de infraestructuras digitales transfronterizas. I+D+i+Digitalización;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
33.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;751;A la Comunidad Autónoma de Canarias para reforzar la actual red óptica submarina que da servicio al Gobierno de Canarias en el marco del PRTR. Mecanismo de Recuperación y Resiliencia;;1.000,00;
;82907; A la Sociedad Estatal de Microelectrónica y Semiconductores SA- SME para el PERTE Chip. Mecanismo de Recuperación y Resiliencia;800.000,00;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;1.350.000,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C15.I05 Despliegue de infraestructuras digitales transfronterizas. I+D+i+Digitalización;;1.350.000,00;
;;



