;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 334C Fomento de las industrias culturales;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.04;;DIRECCIÓN GENERAL DE DERECHOS CULTURALES;;;
;1;GASTOS DE PERSONAL;;;
;12;Funcionarios;;512,84;
;13;Laborales;;141,14;
;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;78,31;
;16000; Seguridad Social;78,31;;
;;TOTAL GASTOS DE PERSONAL;;732,29;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;47;A empresas privadas;;1.500,00;
;471;A la Sociedad de Garantía Recíproca Audiovisual Fianzas SGR para cubrir los costes de aval derivados de las garantías otorgadas a empresas, asociaciones y fundaciones del sector cultural español;;1.500,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;1.500,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;77;A empresas privadas;;3.940,00;
;771;A la Sociedad de Garantía Recíproca Audiovisual Fianzas SGR para la dotación de su fondo de provisiones técnicas;;1.000,00;
;772;Ayudas a la inversión en capital para incrementar la oferta legal de contenidos digitales culturales en Internet y para promover la modernización, innovación y adaptación tecnológica de las industrias culturales y creativas;;2.940,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.940,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;82;Concesión de préstamos al Sector Público;;11.000,00;
;821;Préstamos a largo plazo;;11.000,00;
;82111; A ENISA para el apoyo a las industrias creativas y culturales;11.000,00;;
;;TOTAL ACTIVOS FINANCIEROS;;11.000,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE DERECHOS CULTURALES;;17.172,29;
 ; ;;;;
 ; ;;;;
;;TOTAL Fomento de las industrias culturales;;17.172,29;
;;



