;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 335C Cinematografía;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.103;;INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;303,68;
;150;Productividad;;294,24;
;151;Gratificaciones;;9,44;
;16000; Seguridad Social;1.087,14;;
;16200; Formación y perfeccionamiento del personal;15,24;;
;16204; Acción social;12,80;;
;;TOTAL GASTOS DE PERSONAL;;8.549,22;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22601; Atenciones protocolarias y representativas;2,06;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.242,61;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;40,00;
;352;Intereses de demora;;20,00;
;359;Otros gastos financieros;;20,00;
;;TOTAL GASTOS FINANCIEROS;;40,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;45;A Comunidades Autónomas;;39.201,75;
;451;Ayudas y premios a la Cinematografía a través de las comunidades autónomas;;76,75;
;452;A la Fundación Privada Sitges Festival Internacional de Cinema de Catalunya para sus actividades;;125,00;
;455;A las Comunidades Autónomas de Baleares, Cataluña, Galicia, Navarra, País Vasco y Valencia para la promoción de la Cinematografía en lenguas oficiales;;10.000,00;
;456;Ayudas para las salas cinematográficas y creación de audiencias a través de las comunidades autónomas;;14.500,00;
;458;Ayudas a escrituras de guiones y desarrollo de proyectos a través de las comunidades autónomas;;14.500,00;
;46;A Entidades Locales;;1.989,10;
;460;Ayudas a la Cinematografía a través de corporaciones locales;;667,00;
;462;Al Teatro Cervantes de Málaga e Iniciativas Audiovisuales, S.A. para la realización del Festival de Cine de Málaga;;200,00;
;463;Al Festival Internacional de Cine de San Sebastián, S.A.;;1.122,10;
;47;A empresas privadas;;107.852,06;
;470;Fondo de Protección a la Cinematografía;;107.590,56;
;472;Ayudas a la organización de festivales nacionales e internacionales;;261,50;
;48;A familias e instituciones sin fines de lucro;;1.339,76;
;481;Ayudas a la organización de festivales y mercados cinematográficos nacionales e internacionales;;622,50;
;482;Ayudas a la Cinematografía a través de familias e instituciones sin fines de lucro;;717,26;
;48202; A la Fundación Cultural Oficina Media España para promover la participación de la industria audiovisual española en los programas europeos;100,00;;
;48208; A la Asociación de Mujeres Cineastas y de Medios Audiovisuales (CIMA) para sus actividades;100,00;;
;48211; A la Academia de las Artes y las Ciencias Cinematográficas para gastos de funcionamiento y organización de los Premios Goya;250,00;;
;48216; A la Asociación Española de Normalización, para la creación y funcionamiento de un órgano técnico para la preservación de películas de cine digital que haga seguimiento de los trabajos del Comité Europeo CEN/TC 457, para gastos del año 2022;7,26;;
;;TOTAL TRANSFERENCIAS CORRIENTES;;150.382,67;
 ; ;;;;
;6;INVERSIONES REALES;;835,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;76;A Entidades Locales;;30,00;
;761;A la Fundación Centro Buñuel de Calanda para sus actividades;;30,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;30,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;54,00;
;830;Préstamos a corto plazo;;10,00;
;831;Préstamos a largo plazo;;44,00;
;;TOTAL ACTIVOS FINANCIEROS;;54,00;
 ; ;;;;
;;TOTAL INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES;;164.133,50;
 ; ;;;;
 ; ;;;;
24.105;;GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;22502; Locales;5,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;10,00;
 ; ;;;;
;6;INVERSIONES REALES;;3.000,00;
 ; ;;;;
;;TOTAL GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;;3.010,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Cinematografía;;167.143,50;
;;



