;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 122A Modernización de las Fuerzas Armadas;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;14.02;14.03;14.12;14.17;14.22;14.107;;;Total;
6;INVERSIONES REALES;2.583,87;246.322,66;22.463,58;47.802,47;21.708,46;118.322,66;;;459.203,70;
65; Inversiones militares en infraestructura y otros bienes;2.583,87;246.322,66;22.463,58;47.802,47;21.708,46;118.322,66;;;459.203,70;
;TOTAL;2.583,87;246.322,66;22.463,58;47.802,47;21.708,46;118.322,66;;;459.203,70;
;;



