;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;Programa: 122B Programas especiales de modernización;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Económica;Explicación;14.03;;Total;
6;INVERSIONES REALES;4.901.716,30;;4.901.716,30;
65; Inversiones militares en infraestructura y otros bienes;4.901.716,30;;4.901.716,30;
;TOTAL;4.901.716,30;;4.901.716,30;
;;



