Económica;Explicación;Importe (mil €);Importe (€);
7;Transferencias de capital;500.000,00;500.000.000,00;
75;A Comunidades Autónomas;500.000,00;500.000.000,00;
—;TOTAL PROGRAMA C02.I02;500.000,00;500.000.000,00;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
