;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 144A Cooperación, promoción y difusión cultural en el exterior;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.301;;INSTITUTO CERVANTES;;;
;1;GASTOS DE PERSONAL;;;
;16200; Formación y perfeccionamiento del personal;225,41;;
;16201; Economatos y comedores;305,19;;
;16204; Acción social;220,50;;
;;TOTAL GASTOS DE PERSONAL;;69.629,31;
 ; ;;;;
;202;Arrendamientos de edificios y otras construcciones;;12.775,00;
;22502; Locales;100,00;;
;22601; Atenciones protocolarias y representativas;20,00;;
;;TOTAL INSTITUTO CERVANTES;;143.189,95;
 ; ;;;;
 ; ;;;;
12.302;;AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;;;
;48202; Comisión de intercambio cultural, educativo y científico España-EEUU;250,00;;
;;TOTAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO;;5.233,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Cooperación, promoción y difusión cultural en el exterior;;148.422,95;
;;



