Económica;Explicación;Orgánica 37.01;Total (mil €);Total (€)
7;Transferencias de capital;10.556,17;10.556,17;10.556.170,00 €
75;A Comunidades Autónomas;10.556,17;10.556,17;10.556.170,00 €
—;TOTAL;10.556,17;10.556,17;10.556.170,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
