;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 467G Investigación y desarrollo de la Sociedad de la Información;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;6;INVERSIONES REALES;;980,00;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;980,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Investigación y desarrollo de la Sociedad de la Información;;980,00;
;;



