;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 01 CASA DE SU MAJESTAD EL REY;
;Programa: 911M Jefatura del Estado;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;01.01;;Total;
4;TRANSFERENCIAS CORRIENTES;8.431,15;;8.431,15;
48; A familias e instituciones sin fines de lucro;8.431,15;;8.431,15;
;TOTAL;8.431,15;;8.431,15;
;;



