;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 335B Teatro;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.107;;INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA;;;
;1;GASTOS DE PERSONAL;;;
;15;Incentivos al rendimiento;;254,15;
;150;Productividad;;235,73;
;151;Gratificaciones;;18,42;
;16000; Seguridad Social;3.509,97;;
;16200; Formación y perfeccionamiento del personal;56,88;;
;16204; Acción social;62,80;;
;;TOTAL GASTOS DE PERSONAL;;17.773,78;
 ; ;;;;
;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
;202;Arrendamientos de edificios y otras construcciones;;800,00;
;22502; Locales;120,00;;
;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;22.065,20;
 ; ;;;;
;3;GASTOS FINANCIEROS;;;
;35;Intereses de demora y otros gastos financieros;;30,00;
;359;Otros gastos financieros;;30,00;
;;TOTAL GASTOS FINANCIEROS;;30,00;
 ; ;;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;654,06;
;443;A la Fundación Festival Internacional de Teatro Clásico de Almagro;;654,06;
;45;A Comunidades Autónomas;;556,62;
;454;Apoyo al funcionamiento de entidades musicales, teatrales, circenses y de danza en el ámbito de las comunidades autónomas;;556,62;
;45407; Al Consorcio Patronato del Festival Internacional de Teatro Clásico de Mérida;187,50;;
;45408; A la Fundación Teatro de la Abadía. Centro de Estudios y Creación Escénica de la Comunidad Autónoma de Madrid;369,12;;
;46;A Entidades Locales;;1.762,80;
;464;Apoyo a festivales, muestras, ferias y otras actividades musicales, teatrales y circenses organizadas por corporaciones locales;;1.218,12;
;46401; A la Fundación Municipal de Cultura del Ayuntamiento de Cádiz para el Festival Iberoamericano de Teatro de Cádiz;245,00;;
;46405; A la Diputación de Alicante para la Muestra de Teatro Español de Autores Contemporáneos de Alicante;240,00;;
;46406; A la Entidad Pública Empresarial Local Fira del Teatre al Carrer de Tárrega;86,25;;
;46407; A la Fundación Teatre Lliure-Teatre Public;646,87;;
;465;Programa de ayudas para festivales, muestras, ferias y otras actividades teatrales y circenses organizadas por corporaciones locales;;544,68;
;47;A empresas privadas;;7.050,25;
;475;Programa de ayudas para la difusión nacional de la dramaturgia actual y de preservación y difusión del teatro clásico y desarrollo de la actividad circense a través de planes de comunicación y difusión en España;;6.890,25;
;476;Apoyo a actividades de teatro y circo de entidades privadas;;160,00;
;47601; Al Centro de Arte y Producciones Teatrales, S.L. - TNT de Sevilla para el desarrollo de su proyecto integral de innovación e investigación, teatro comunitario y producción artística;160,00;;
;48;A familias e instituciones sin fines de lucro;;2.892,80;
;483;Programa de ayudas para la actividad teatral y circense de ámbito nacional de entidades sin fines de lucro;;1.892,80;
;484;Apoyo a actividades de teatro y circo de entidades sin fines de lucro;;900,00;
;48401; Al Centro de Iniciativas y Turismo de Tolosa para el Centro Internacional de Títeres de Tolosa (TOPIC);100,00;;
;48402; A la Fundación Sala Beckett de Barcelona para el desarrollo de su proyecto integral de formación, creación y promoción y servicio a la autoría española;160,00;;
;48403; A la Asociación Cultural Espacio Cuarta Pared de Madrid para el desarrollo de su proyecto integral de exhibición, producción, formación e investigación teatral;170,00;;
;48404; A la Asociación Academia de las Artes Escénicas de España para su proyecto de formación y desarrollo de sus actividades, programas de cambio social y creación de los Premios de la Academia de las Artes Escénicas de España;200,00;;
;48405; A la Fundación la Ciudad Invisible para el Festival Temporada Alta;250,00;;
;48406; Asociación cultural sociedad cervantina para apoyo a la realización de su proyecto teatral;20,00;;
;488;Premios nacionales de teatro y de circo, Premio Nacional de Artes Escénicas para la Infancia y la Juventud y Premio de Teatro para Autores Noveles "Calderón de la Barca";;100,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;12.916,53;
 ; ;;;;
;6;INVERSIONES REALES;;4.029,62;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;75;A Comunidades Autónomas;;125,00;
;752;Al Consorcio de Rehabilitación de Teatros de Barcelona para ayudas a la rehabilitación de teatros privados de Barcelona;;125,00;
;76;A Entidades Locales;;2.375,00;
;760;Al Ayuntamiento de Laudio para Proyecto Leku (Laudioko Ekintza Eta Kultur Unea). Espacio de Cultura y Artes Escénicas de Laudio;;2.000,00;
;765;Al Consorcio de Rehabilitación de Teatros de Madrid para ayudas a la rehabilitación de teatros privados de Madrid;;125,00;
;767;Al Teatro Principal Antzokia para ayudas a la rehabilitación;;250,00;
;77;A empresas privadas;;500,00;
;770;Programa de ayudas a empresas privadas para actividades circenses en euskera;;250,00;
;771;Programa de ayudas a empresas privadas para infraestructuras de circo itinerante;;250,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;3.000,00;
 ; ;;;;
;8;ACTIVOS FINANCIEROS;;;
;83;Concesión de préstamos fuera del Sector Público;;401,72;
;830;Préstamos a corto plazo;;220,00;
;831;Préstamos a largo plazo;;181,72;
;;TOTAL ACTIVOS FINANCIEROS;;401,72;
 ; ;;;;
;;TOTAL INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA;;60.216,85;
 ; ;;;;
 ; ;;;;
;;TOTAL Teatro;;60.216,85;
;;



