;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 45AC C01.I03 Actuaciones de mejora de la calidad y fiabilidad en el servicio de Cercanías.;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;742;A ADIF para el Mecanismo de Recuperación y Resiliencia;;307.870,91;
;744;A RENFE Viajeros, S.A. para el Mecanismo de Recuperación y Resiliencia;;27.558,00;
;746;A ADIF-Alta Velocidad para el Mecanismo de Recuperación y Resiliencia;;23.560,86;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;358.989,77;
 ; ;;;;
 ; ;;;;
;;TOTAL C01.I03 Actuaciones de mejora de la calidad y fiabilidad en el servicio de Cercanías.;;358.989,77;
;;



