;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 46FB C06.I02 Red Transeuropea de Transporte. Otras actuaciones. I+D+i+Digitalización;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;17.50;;Total;
6;INVERSIONES REALES;30.284,54;;30.284,54;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;30.284,54;;30.284,54;
;TOTAL;30.284,54;;30.284,54;
;;



