;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 497M Salvamento y lucha contra la contaminación en la mar;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.32;;DIRECCIÓN GENERAL DE MARINA MERCANTE;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;157.720,00;
;441;Sociedad Estatal de Salvamento y Seguridad Marítima (SASEMAR);;157.720,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;157.720,00;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;32.040,00;
;741;Sociedad Estatal de Salvamento y Seguridad Marítima (SASEMAR);;32.040,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;32.040,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE MARINA MERCANTE;;189.760,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Salvamento y lucha contra la contaminación en la mar;;189.760,00;
;;



