;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 17 MINISTERIO DE TRANSPORTES Y MOVILIDAD SOSTENIBLE;
;Programa: 45FA C06.I01 Red nacional de transporte: Corredores europeos.;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
17.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;742;A ADIF para el Mecanismo de Recuperación y Resiliencia;;50.607,20;
;746;A ADIF-Alta Velocidad para el Mecanismo de Recuperación y Resiliencia;;186.208,82;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;236.816,02;
 ; ;;;;
 ; ;;;;
;;TOTAL C06.I01 Red nacional de transporte: Corredores europeos.;;236.816,02;
;;



