Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
17.50;742;A ADIF para el Mecanismo de Recuperación y Resiliencia;50.607,20;50.607.200,00
17.50;746;A ADIF–Alta Velocidad para el Mecanismo de Recuperación y Resiliencia;186.208,82;186.208.820,00
17.50;—;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;236.816,02;236.816.020,00
—;—;TOTAL PROGRAMA 45FA C06.I01 – Red nacional de transporte: Corredores europeos;236.816,02;236.816.020,00
