Orgánica;Económica;Explicación;Total (mil €);Total (€)
24.105;202;Arrendamientos de edificios y otras construcciones;820;820.000
24.105;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;1.023,00;1.023.000
24.105;6;INVERSIONES REALES;14.661,62;14.661.620
24.105;—;TOTAL GERENCIA DE INFRAESTRUCTURAS Y EQUIPAMIENTOS DE CULTURA;15.684,62;15.684.620
—;—;TOTAL PROGRAMA 322L;15.684,62;15.684.620
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
