;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 24 MINISTERIO DE CULTURA;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
24.01;;MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;41;A Organismos Autónomos;;330.305,12;
;412;A la Biblioteca Nacional de España;;24.134,90;
;413;Al Instituto de la Cinematografía y de las Artes Audiovisuales para la promoción a través de las comunidades autónomas de la cinematografía en lenguas oficiales, de las salas cinematográficas y la creación de audiencias, y de escrituras de guiones y desarrollo de proyectos;;39.000,00;
;414;Al Instituto de la Cinematografía y de las Artes Audiovisuales;;9.927,34;
;415;Al Instituto de la Cinematografía y de las Artes Audiovisuales. Dotación del Fondo de Protección a la Cinematografía;;105.771,61;
;416;Al Instituto Nacional de las Artes Escénicas y de la Música;;144.900,82;
;417;A la Gerencia de Infraestructuras y Equipamientos de Cultura;;6.570,45;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;45.831,06;
;437;Al Museo Nacional del Prado;;20.948,90;
;438;Al Museo Nacional Centro de Arte Reina Sofía;;24.882,16;
;;TOTAL TRANSFERENCIAS CORRIENTES;;376.136,18;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;71;A Organismos Autónomos;;89.806,58;
;712;A la Biblioteca Nacional de España;;5.094,18;
;714;Al Instituto de la Cinematografía y de las Artes Audiovisuales;;585,00;
;716;Al Instituto Nacional de las Artes Escénicas y de la Música;;15.726,33;
;717;A la Gerencia de Infraestructuras y Equipamientos de Cultura;;68.401,07;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;33.682,25;
;737;Al Museo Nacional del Prado;;27.082,25;
;738;Al Museo Nacional Centro de Arte Reina Sofía;;6.600,00;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;123.488,83;
 ; ;;;;
;;TOTAL MINISTERIO, SUBSECRETARÍA Y SERVICIOS GENERALES;;499.625,01;
 ; ;;;;
 ; ;;;;
24.04;;DIRECCIÓN GENERAL DE INDUSTRIAS CULTURALES, PROPIEDAD INTELECTUAL Y COOPERACIÓN;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;110,00;
;430;A la AECID para la actividad cultural 150 años de la Academia de España en Roma;;110,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;110,00;
 ; ;;;;
;;TOTAL DIRECCIÓN GENERAL DE INDUSTRIAS CULTURALES, PROPIEDAD INTELECTUAL Y COOPERACIÓN;;110,00;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;499.735,01;
;;



