;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 12 MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN;
;Programa: 000X Transferencias y libramientos internos;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
12.03;;SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;572.559,07;
;430;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías de desarrrollo.;;489.002,08;
;431;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social reguladas por el artículo 2 del Real Decreto-ley 7/2013, de 28 de junio;;74.955,97;
;432;A la Agencia Española de Cooperación Internacional para el Desarrollo, para actividades de interés general consideradas de interés social procedentes del Impuesto sobre Sociedades;;6.601,02;
;433;A la Agencia Española de Cooperación Internacional para programa de protección temporal de defensoras y defensores derechos humanos;;2.000,00;
;;TOTAL TRANSFERENCIAS CORRIENTES;;572.559,07;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;11.070,25;
;730;A la Agencia Española de Cooperación Internacional para el Desarrollo, para atender los gastos derivados de proyectos de Ayuda Oficial al Desarrollo, incluidos los propuestos o a ejecutar por Organizaciones No Gubernamentales, con destino a países en vías desarrollo.;;11.070,25;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;11.070,25;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO DE COOPERACIÓN INTERNACIONAL;;583.629,32;
 ; ;;;;
 ; ;;;;
12.05;;SECRETARÍA DE ESTADO PARA IBEROAMERICA Y EL CARIBE Y EL ESPAÑOL EN EL MUNDO;;;
;4;TRANSFERENCIAS CORRIENTES;;;
;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;74.058,25;
;437;Al Instituto Cervantes;;74.058,25;
;;TOTAL TRANSFERENCIAS CORRIENTES;;74.058,25;
 ; ;;;;
;7;TRANSFERENCIAS DE CAPITAL;;;
;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;6.847,97;
;737;Al Instituto Cervantes;;6.847,97;
;;TOTAL TRANSFERENCIAS DE CAPITAL;;6.847,97;
 ; ;;;;
;;TOTAL SECRETARÍA DE ESTADO PARA IBEROAMERICA Y EL CARIBE Y EL ESPAÑOL EN EL MUNDO;;80.906,22;
 ; ;;;;
 ; ;;;;
;;TOTAL Transferencias y libramientos internos;;664.535,54;
;;



