;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;Resumen orgánico económico del presupuesto de gastos;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 46KA C11.I01 Modernización de la Administración General del Estado. I+D+i+Digitalización;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Económica;Explicación;33.50;;Total;
6;INVERSIONES REALES;233.393,17;;233.393,17;
69; Inversiones reales. Mecanismo de Recuperación y Resiliencia;233.393,17;;233.393,17;
;TOTAL;233.393,17;;233.393,17;
;;



