Orgánica;Económica;Explicación;Total (miles euros);Total (euros)
33.50;—;Mecanismo de Recuperación y Resiliencia – Despliegue de redes de banda ancha y cobertura móvil;256.000,00;256.000.000,00
—;—;TOTAL PROGRAMA 46OA – C15.I01;256.000,00;256.000.000,00
