;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 33 MINISTERIO PARA LA TRANSFORMACIÓN DIGITAL Y DE LA FUNCIÓN PÚBLICA;
;Programa: 46SA C19.I01 Competencias digitales transversales. I+D+i+Digitalización;
;PRESUPUESTO 2024-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
33.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;74007; A Red.es para convocatorias relacionadas con el tercer sector. Mecanismo de Recuperación y Resiliencia;20.000,00;;
;74013; A Red.es para el fomento de los derechos digitales y del humanismo tecnológico y cultura digital. Mecanismo de Recuperación y Resiliencia;1.000,00;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;26.000,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C19.I01 Competencias digitales transversales. I+D+i+Digitalización;;26.000,00;
;;



