;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO, OO.AA., RESTO DE ENTIDADES DE DERECHO PÚBLICO DEL SECTOR PÚBLICO ADMINISTRATIVO ESTATAL CON PRESUPUESTO LIMITATIVO Y S.SOCIAL;
;;
;Sección: 23 MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO;
;Programa: 49EC C05.I03 Transición digital en el sector del agua. Otras actuaciones de carácter económico.;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
Orgánica;Económica;Explicación;;Total;
23.50;;MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;;
;74600; Aportación al FRER para prevención meteorológica. Mecanismo de Recuperación y Resiliencia;79.207,32;;
;74900; Al BSC-CNS para la implementación de un sistema de predicción de la calidad del aire. Mecanismo de Recuperación y Resiliencia;4.250,00;;
;;TOTAL MECANISMO DE RECUPERACIÓN Y RESILIENCIA;;83.457,32;
 ; ;;;;
 ; ;;;;
23.301;;AGENCIA ESTATAL DE METEOROLOGÍA;;2.500,00;
 ; ;;;;
 ; ;;;;
;;TOTAL C05.I03 Transición digital en el sector del agua. Otras actuaciones de carácter económico.;;85.957,32;
;;



