Orgánica;Económica;Explicación;Total (miles €);Total (€)
20.50;—;Mecanismo de Recuperación y Resiliencia;54.000,00;54.000.000,00 €
—;—;TOTAL C19.I03 Competencias digitales para el empleo. I+D+i + Digitalización;54.000,00;54.000.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
