Orgánica;Económica;Explicación;Total (miles €);Total (€)
20.50;836;Préstamos. Apoyo a Proyectos Estratégicos para la Transición Industrial (MRR);1.440.000,00;1.440.000.000,00 €
20.50;—;TOTAL Mecanismo de Recuperación y Resiliencia;2.898.670,00;2.898.670.000,00 €
—;—;TOTAL C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial. I+D+i+Digitalización;2.898.670,00;2.898.670.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
