Orgánica;Económica;Explicación;Total (miles €);Total (€)
20.50;441;A la EOI para la Estrategia Española Nación Emprendedora (MRR);33.400,00;33.400.000,00 €
20.50;44302;A ENISA para la Estrategia Española Nación Emprendedora (MRR);5.000,00;5.000.000,00 €
—;—;TOTAL Mecanismo de Recuperación y Resiliencia;44.800,00;44.800.000,00 €
—;—;TOTAL C13.I01 Emprendimiento. PYMES;44.800,00;44.800.000,00 €
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
